Agency Name,Program Name,Populations Served,Agency Phone,Program Phone,Program Address 1,Program City,Program State,Program Zip,Program County,Program Region,Program Type Description,Program Category Description,Program Subcategory Description,Complete Address,lat,lon
Schoharie County Community Mental Health Ctr,Schoharie County Community Health Center - HHCM,Adults,(518)295-8336,(518)295-2020,113 Park Place,Schoharie,NY,12157,Schoharie,Hudson River,Health Home Care Management,Support,Care Coordination,113 Park Place Schoharie Schoharie NY US 12157,42.6769465050513,-74.4870263809448
Schoharie County Community Mental Health Ctr,Schoharie County Community MH Ctr - HH NonMed CM,Adults,(518)295-8336,(518)295-8336,113 Park Place,Schoharie,NY,12157,Schoharie,Hudson River,Health Home Non-Medicaid Care Management,Support,Care Coordination,113 Park Place Schoharie Schoharie NY US 12157,42.6769465050513,-74.4870263809448
Schoharie County Community Mental Health Ctr,Schoharie County Mental Health Center,Children Adolescents Adults,(518)295-8336,(518)295-8336,113 Park Place,Schoharie,NY,12157,Schoharie,Hudson River,Clinic Treatment,Outpatient,Clinic Treatment,113 Park Place Schoharie Schoharie NY US 12157,42.6769465050513,-74.4870263809448
Schoharie County Community Mental Health Ctr,Schoharie Cty CMH - C&Y ICM,Children Adolescents,(518)295-8336,(518)295-8336,113 Park Place,Schoharie,NY,12157,Schoharie,Hudson River,Intensive Case Management,Support,Care Coordination,113 Park Place Schoharie Schoharie NY US 12157,42.6769465050513,-74.4870263809448
Schoharie County Community Mental Health Ctr,Transition Manager,Adults,(518)295-8336,(518)295-8336,113 Park Place,Schoharie,NY,12157,Schoharie,Hudson River,Transition Management Services,Support,Care Coordination,113 Park Place Schoharie Schoharie NY US 12157,42.6769465050513,-74.4870263809448
Schoharie County Community Mental Health Ctr,Transportation,Children Adolescents Adults,(518)295-8336,(518)295-8407,113 Park Place,Schoharie,NY,12157,Schoharie,Hudson River,Transportation,Support,General Support,113 Park Place Schoharie Schoharie NY US 12157,42.6769465050513,-74.4870263809448
Elmira Psychiatric Center,Elmira PC Schuyler - HHCM,Adults,(607)737-4711,(607)535-8282,106 S. Perry Street,Watkins Glen,NY,14891,Schuyler,Western New York,Health Home Care Management,Support,Care Coordination,106 S. Perry Street Watkins Glen Schuyler NY US 14891,42.376316,-76.864443134141
Elmira Psychiatric Center,Mid Lakes ACT Team,Adults,(607)737-4711,(607)535-6424,313 3rd Street,Ithaca,NY,14891-3458,Schuyler,Western New York,Assertive Community Treatment (ACT),Outpatient,Assertive Community Treatment,313 3rd Street Ithaca Schuyler NY US 14891-3458,42.382374,-76.86998
NYS ARC Schuyler County Chapter,Supported Employment,Adults,(607)535-6934,(607)535-6934x127,203 12th Street,Watkins Glen,NY,14891,Schuyler,Western New York,Ongoing Integrated Supported Employment Services,Support,Vocational,203 12th Street Watkins Glen Schuyler NY US 14891,42.3746875,-76.8667790076208
Schuyler County Mental Health Services,Advocacy/Support Services,Children Adolescents Adults,(607)535-8290,(607)535-8282,106 S. Perry Street,Watkins Glen,NY,14891,Schuyler,Western New York,Advocacy/Support Services,Support,Self-Help,106 S. Perry Street Watkins Glen Schuyler NY US 14891,42.376316,-76.864443134141
Schuyler County Mental Health Services,Crisis Intervention,Children Adolescents Adults,(607)535-8290,(607)535-8282,106 S. Perry Street,Watkins Glen,NY,14891,Schuyler,Western New York,Crisis  Intervention,Emergency,Crisis,106 S. Perry Street Watkins Glen Schuyler NY US 14891,42.376316,-76.864443134141
Schuyler County Mental Health Services,Outreach,Children Adolescents Adults,(607)535-8290,(607)535-8282,106 S. Perry Street,Watkins Glen,NY,14891,Schuyler,Western New York,Outreach,Support,General Support,106 S. Perry Street Watkins Glen Schuyler NY US 14891,42.376316,-76.864443134141
Schuyler County Mental Health Services,School Program Co-Located with Clinic Treatment Program,Children Adolescents,(607)535-8290,(607)535-8282,106 S. Perry Street,Watkins Glen,NY,14891,Schuyler,Western New York,School Based Mental Health,Support,Education,106 S. Perry Street Watkins Glen Schuyler NY US 14891,42.376316,-76.864443134141
Schuyler County Mental Health Services,Schuyler County Mental Health Clinic & Counseling Center,Children Adolescents Adults,(607)535-8290,(607)535-8282,106 S. Perry Street,Watkins Glen,NY,14891-1615,Schuyler,Western New York,Clinic Treatment,Outpatient,Clinic Treatment,106 S. Perry Street Watkins Glen Schuyler NY US 14891-1615,42.376316,-76.864443134141
Schuyler County Mental Health Services,Schuyler County Mental Health Services - HH CM,Adults,(607)535-8290,(607)535-8282,106 S. Perry Street,Watkins Glen,NY,14891,Schuyler,Western New York,Health Home Care Management,Support,Care Coordination,106 S. Perry Street Watkins Glen Schuyler NY US 14891,42.376316,-76.864443134141
Schuyler County Mental Health Services,Schuyler County Mental Health Services - HH Non-Med CM,Adults,(607)535-8290,(607)535-8282,106 S. Perry Street,Watkins Glen,NY,14891,Schuyler,Western New York,Health Home Non-Medicaid Care Management,Support,Care Coordination,106 S. Perry Street Watkins Glen Schuyler NY US 14891,42.376316,-76.864443134141
Schuyler County Mental Health Services,Transition Management,Adults,(607)535-8290,(607)535-8282,106 S. Perry Street,Watkins Glen,NY,14891,Schuyler,Western New York,Transition Management Services,Support,Care Coordination,106 S. Perry Street Watkins Glen Schuyler NY US 14891,42.376316,-76.864443134141
Central New York Psychiatric Center,Five Points Residential Mental Health Unit,Adults,(315)765-3600,(607)869-5111,Five Points Correctional Facility,Romulus,NY,14541,Seneca,Western New York,Prison-based Forensic Mental Health Units,Support,Forensics,Five Points Correctional Facility Romulus Seneca NY US 14541,42.7107365,-76.8404244629734
Central New York Psychiatric Center,Willard Mental Health Unit,Adults,(315)765-3600,(315)253-9382,7116 County Route 132,Willard,NY,14588,Seneca,Western New York,Prison-based Forensic Mental Health Units,Support,Forensics,7116 County Route 132 Willard Seneca NY US 14588,42.681807,-76.8709158163265
Elmira Psychiatric Center,Elmira PC - C&Y ICM - Fingerlakes Seneca,Children Adolescents,(607)737-4711,(315)568-9412x235,12 North Park Street,Seneca Falls,NY,13165,Seneca,Western New York,Intensive Case Management,Support,Care Coordination,12 North Park Street Seneca Falls Seneca NY US 13165,42.9139324,-76.7961652
Elmira Psychiatric Center,Elmira PC Seneca - HHCM,Adults,(607)737-4711,(315)568-9412x248,12 North Park Street,Seneca Falls,NY,13148,Seneca,Western New York,Health Home Care Management,Support,Care Coordination,12 North Park Street Seneca Falls Seneca NY US 13148,42.9139324,-76.7961652
Elmira Psychiatric Center,Health Home Non-Medicaid Care Management - Seneca,Children Adolescents,(607)737-4711,(607)737-4741,12 N. Park Street,Seneca Falls,NY,13148,Seneca,Western New York,Health Home Non-Medicaid Care Management,Support,Care Coordination,12 N. Park Street Seneca Falls Seneca NY US 13148,42.9139324,-76.7961652
Elmira Psychiatric Center,Seneca Falls Clinic,Adults,(607)737-4711,(315)568-9412,12 North Park Street,Seneca Falls,NY,13148-1437,Seneca,Western New York,Clinic Treatment,Outpatient,Clinic Treatment,12 North Park Street Seneca Falls Seneca NY US 13148-1437,42.9139324,-76.7961652
Elmira Psychiatric Center,Seneca Falls Social Club,Adults,(607)737-4711,(315)568-4972,27 Cayuga Street,Seneca Falls,NY,13148,Seneca,Western New York,Psychosocial Club,Support,Self-Help,27 Cayuga Street Seneca Falls Seneca NY US 13148,42.910433,-76.796049
Glove House Inc.,Children's Health Home Care Coordination,Children Adolescents,(607)734-5238,(315)539-3724x103,2465 North Rd,Waterloo,NY,13165,Seneca,Western New York,Health Home Non-Medicaid Care Management,Support,Care Coordination,2465 North Rd Waterloo Seneca NY US 13165,42.9058385,-76.8409580166692
Glove House Inc.,Health Home Care Management,Children Adolescents,(607)734-5238,(315)539-3724x103,2465 North Rd.,Waterloo,NY,13165,Seneca,Western New York,Health Home Care Management,Support,Care Coordination,2465 North Rd. Waterloo Seneca NY US 13165,42.9058385,-76.8409580166692
Glove House Inc.,Home Based Crisis Intervention,Children Adolescents,(607)734-5238,(315)539-3724x102,2465 North Rd,Waterloo,NY,13165,Seneca,Western New York,Home Based Crisis Intervention,Emergency,Crisis,2465 North Rd Waterloo Seneca NY US 13165,42.9058385,-76.8409580166692
Glove House Inc.,Respite,Children Adolescents,(607)734-5238,(315)539-3724x103,2465 North Rd.,Waterloo,NY,13165,Seneca,Western New York,Respite Services,Support,General Support,2465 North Rd. Waterloo Seneca NY US 13165,42.9058385,-76.8409580166692
NYS ARC Seneca-Cayuga County Chapter,CASE MANAGEMENT,Adults,(315)539-5067,(315)539-5067,1083 Waterloo Geneva Rd,Waterloo,NY,13165,Seneca,Western New York,Non-Medicaid Care Coordination,Support,Care Coordination,1083 Waterloo Geneva Rd Waterloo Seneca NY US 13165,42.901408,-76.8934325233273
NYS ARC Seneca-Cayuga County Chapter,SUPPORTED EMPLOYEMENT,Adults,(315)539-5067,(315)539-5067,1083 Waterloo Geneva Rd,Waterloo,NY,13165,Seneca,Western New York,Ongoing Integrated Supported Employment Services,Support,Vocational,1083 Waterloo Geneva Rd Waterloo Seneca NY US 13165,42.901408,-76.8934325233273
Seneca County Mental Health Services,Advocacy/Support Services,Children Adolescents Adults,(315)539-1980,(315)539-1980,31 Thurber Drive,Waterloo,NY,13165,Seneca,Western New York,Advocacy/Support Services,Support,Self-Help,31 Thurber Drive Waterloo Seneca NY US 13165,42.9059675,-76.8445135100075
Seneca County Mental Health Services,Community Counseling Center of Seneca County,Children Adolescents Adults,(315)539-1980,Not Reported,31 Thurber Drive,Waterloo,NY,13165-1659,Seneca,Western New York,Clinic Treatment,Outpatient,Clinic Treatment,31 Thurber Drive Waterloo Seneca NY US 13165-1659,42.9059675,-76.8445135100075
Seneca County Mental Health Services,Drop in Center,Adolescents Adults,(315)539-1980,(315)539-1980,27 Caygua Steet,Seneca Falls,NY,13148,Seneca,Western New York,Drop In Centers,Support,Self-Help,27 Caygua Steet Seneca Falls Seneca NY US 13148,42.91149,-76.79595
Seneca County Mental Health Services,Non-Medicaid Care Coordination Children & Youth,Children Adolescents,(315)539-1980,(315)539-1980,31 Thurber Drive,Waterloo,NY,13165,Seneca,Western New York,Non-Medicaid Care Coordination,Support,Care Coordination,31 Thurber Drive Waterloo Seneca NY US 13165,42.9059675,-76.8445135100075
Seneca County Mental Health Services,Parent Engagement/Transition Coordinator,Children Adolescents Adults,(315)539-1980,(315)539-1980,31 Thurber Drive,Waterloo,NY,13148,Seneca,Western New York,Advocacy/Support Services,Support,Self-Help,31 Thurber Drive Waterloo Seneca NY US 13148,42.9059675,-76.8445135100075
Seneca County Mental Health Services,Transition Management Services,Adults,(315)539-1980,(315)539-1980,31 Thurber Drive,Waterloo,NY,13165,Seneca,Western New York,Transition Management Services,Support,Care Coordination,31 Thurber Drive Waterloo Seneca NY US 13165,42.9059675,-76.8445135100075
Seneca County Mental Health Services,Transportation,Children Adolescents Adults,(315)539-1980,(315)539-1980,31 Thurber Drive,Waterloo,NY,13165,Seneca,Western New York,Transportation,Support,General Support,31 Thurber Drive Waterloo Seneca NY US 13165,42.9059675,-76.8445135100075
Unity House of Cayuga County Inc.,Unity Employment - Seneca,Adults,(315)253-6227,(315)781-3261,122 N. Genesee Street,Geneva,NY,14456,Seneca,Western New York,Ongoing Integrated Supported Employment Services,Support,Vocational,122 N. Genesee Street Geneva Seneca NY US 14456,42.871136,-76.98376
Catholic Charities of Steuben,Turning Point,Children Adolescents Adults,(607)776-8085,(607)776-8085x217,23 Liberty Street,Bath,NY,14810,Steuben,Western New York,Non-Medicaid Care Coordination,Support,Care Coordination,23 Liberty Street Bath Steuben NY US 14810,42.3342897857143,-77.3184431428571
Elmira Psychiatric Center,Elmira PC Steuben - HHCM,Adults,(607)737-4711,(607)664-1038,115 Liberty Street,Bath,NY,14810,Steuben,Western New York,Health Home Care Management,Support,Care Coordination,115 Liberty Street Bath Steuben NY US 14810,42.33593765,-77.3186286145078
Finger Lakes Parent Network Inc.,Finger Lakes Parent Network - Steuben,Children Adolescents Adults,(607)776-2164,(607)776-2164,25 West Steuben Street,Bath,NY,14810,Steuben,Western New York,Family Support Services - Children & Family,Support,General Support,25 West Steuben Street Bath Steuben NY US 14810,42.3334985,-77.3198889903864
Finger Lakes Parent Network Inc.,Residential Family Support Partners Program,Children Adolescents,(607)776-2164,(607)776-2164,25 West Steuben Street,Bath,NY,14810,Steuben,Western New York,Family Support Services - Children & Family,Support,General Support,25 West Steuben Street Bath Steuben NY US 14810,42.3334985,-77.3198889903864
Finger Lakes Parent Network Inc.,Support for Families,Children Adolescents,(607)776-2164,(607)776-2164,25 West Steuben St,Bath,NY,14810,Steuben,Western New York,Advocacy/Support Services,Support,Self-Help,25 West Steuben St Bath Steuben NY US 14810,42.3334985,-77.3198889903864
Pathways Inc.,Pathways Inc. OMH HCBS Waiver Children's Program,Children Adolescents,(607)937-3200,(607)937-3200,33 Denison Parkway West,Corning,NY,14830,Steuben,Western New York,Children's HCBS Waiver Individualized Care Coordination,Support,Care Coordination,33 Denison Parkway West Corning Steuben NY US 14830,42.1431896,-77.0560668
SCAP Inc./dba Arbor Development,Non-Medicaid Care Coordination,Adults,(607)654-7487x2027,(607)654-7487,101 Haverling Street,Bath,NY,14810,Steuben,Western New York,Non-Medicaid Care Coordination,Support,Care Coordination,101 Haverling Street Bath Steuben NY US 14810,42.340944,-77.3178934111184
Steuben County Community Mental Health Center,Advocacy - Compeer,Children,(607)664-2255,(607)664-2255,115 Liberty Street,Bath,NY,14810,Steuben,Western New York,Advocacy/Support Services,Support,Self-Help,115 Liberty Street Bath Steuben NY US 14810,42.33593765,-77.3186286145078
Steuben County Community Mental Health Center,Advocacy - Support for Families,Not Reported,(607)664-2255,(607)664-2255,115 Liberty St.,Bath,NY,14810,Steuben,Western New York,Advocacy/Support Services,Support,Self-Help,115 Liberty St. Bath Steuben NY US 14810,42.33593765,-77.3186286145078
Steuben County Community Mental Health Center,Advocacy - Training for Local Law Enforcement,Not Reported,(607)664-2255,(607)664-2255,115 Liberty St.,Bath,NY,14810,Steuben,Western New York,Advocacy/Support Services,Support,Self-Help,115 Liberty St. Bath Steuben NY US 14810,42.33593765,-77.3186286145078
Steuben County Community Mental Health Center,Bridger Care Manager,Children Adolescents Adults,(607)664-2255,(607)664-2255,115 Liberty Street,Bath,NY,14810,Steuben,Western New York,Outreach,Support,General Support,115 Liberty Street Bath Steuben NY US 14810,42.33593765,-77.3186286145078
Steuben County Community Mental Health Center,Comprehensive Emergency Response System,Not Reported,(607)664-2255,(607)664-2255,115 Liberty Street,Bath,NY,14810,Steuben,Western New York,Crisis  Intervention,Emergency,Crisis,115 Liberty Street Bath Steuben NY US 14810,42.33593765,-77.3186286145078
Steuben County Community Mental Health Center,Crisis Response/Mobile Outreach,Children Adolescents Adults,(607)664-2255,(607)664-2255,115 Liberty Street,Bath,NY,14810,Steuben,Western New York,Crisis  Intervention,Emergency,Crisis,115 Liberty Street Bath Steuben NY US 14810,42.33593765,-77.3186286145078
Steuben County Community Mental Health Center,Drop in Center,Adults,(607)664-2255,(607)664-2255,115 Liberty Street,Bath,NY,14810,Steuben,Western New York,Drop In Centers,Support,Self-Help,115 Liberty Street Bath Steuben NY US 14810,42.33593765,-77.3186286145078
Steuben County Community Mental Health Center,Health  Home Care Management C&Y,Children Adolescents,(607)664-2255,(607)664-2548,115 Liberty Street,Bath,NY,14810,Steuben,Western New York,Health Home Care Management,Support,Care Coordination,115 Liberty Street Bath Steuben NY US 14810,42.33593765,-77.3186286145078
Steuben County Community Mental Health Center,Health Home Non Medicaid Care Management C&Y,Children Adolescents,(607)664-2255,(607)664-2548,115 Liberty Street,Bath,NY,14810,Steuben,Western New York,Health Home Non-Medicaid Care Management,Support,Care Coordination,115 Liberty Street Bath Steuben NY US 14810,42.33593765,-77.3186286145078
Steuben County Community Mental Health Center,School-based,Children,(607)664-2255,(607)664-2255,115 Liberty Street,Bath,NY,14810,Steuben,Western New York,School Based Mental Health,Support,Education,115 Liberty Street Bath Steuben NY US 14810,42.33593765,-77.3186286145078
